Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Antigua and Barbuda,ATG,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,53.12448565,53.32743714,53.47090267,53.59085204,53.75042735,53.96878615,54.30135815,54.62081868,54.95916171,55.33145692,55.76190549,56.04178601,56.41246931,56.84252339,57.28643216,57.75056676,58.33309449,58.97782778,59.67407954,60.39573087,61.11861851,61.96989247,62.58303118,63.05365078,63.51943526,63.99063032,64.12506772,64.23823326,64.08583581,63.42730808,62.26052402,62.39665449,62.28993915,62.11845594,62.07212622,62.1911074,62.73329063,63.15898771,63.43422365,63.58017385,63.70157634,63.91379223,64.16218918,64.34786908,64.41909983,64.40501423,64.73935807,65.11961326,65.54774458,66.02201622,66.53330735,66.98997187,67.46454996,67.92465411,68.330033,
Australia,AUS,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,61.21579102,61.12584471,61.20982451,61.40322418,61.61239839,61.78641101,62.00923697,62.20866339,62.37036519,62.52918889,62.73282882,62.89968261,63.07370461,63.26319215,63.49021522,63.76897637,63.90658213,64.19210652,64.54810345,64.8744416,65.12528995,65.48658583,65.70093278,65.8308708,65.97426095,66.16766226,66.24729716,66.42866363,66.64764449,66.80822586,66.87372992,66.88141939,66.79906767,66.6763932,66.592452,66.58122007,66.564918,66.6080339,66.68703991,66.75938925,66.80515685,66.93871529,67.05505708,67.15291999,67.23583002,67.2963955,67.45082118,67.56276438,67.60753732,67.58158791,67.49660457,67.28467028,67.07350825,66.83854835,66.56410562,
Austria,AUT,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,65.63911387,65.22407367,64.83598205,64.43860398,64.00183176,63.52622091,63.02653261,62.52358151,62.05492345,61.68553757,61.45443534,61.30223422,61.30275191,61.44013791,61.67890964,61.9972528,62.31849244,62.67315733,63.10022348,63.65004323,64.33166971,65.00574713,65.78341398,66.57806704,67.27280294,67.80244073,68.03592699,68.18719257,68.25867628,68.26353809,68.21337272,68.031692,67.7640559,67.46454933,67.23552131,67.14624526,67.116912,67.24535062,67.47409938,67.69315095,67.83602894,67.93737545,67.96314539,67.93323643,67.89808829,67.88378136,67.80522148,67.73147306,67.66639481,67.59989581,67.52300349,67.41506767,67.31783435,67.2202727,67.12362785,
Azerbaijan,AZE,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,54.98473661,53.57311054,52.39605544,51.43234242,50.6533011,50.06656464,49.64632998,49.45667493,49.49451391,49.74905647,50.19987795,50.88289386,51.63819983,52.4634279,53.37451038,54.38329719,55.49280106,56.67569077,57.88896987,59.06028988,60.13319295,60.83216676,61.43013937,61.90761473,62.24877479,62.44621191,62.33444986,62.1785634,62.00218497,61.82084944,61.64471906,61.51319894,61.37718564,61.27452639,61.25905653,61.37171614,61.52043347,61.80014388,62.21077982,62.72935986,63.33012308,64.1007032,64.89537774,65.73035104,66.62432627,67.56801447,68.43920848,69.33072125,70.16608836,70.84733035,71.34203666,71.83816179,72.11969863,72.28089383,72.40124618,
Burundi,BDI,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,53.51137889,53.179809,52.77722309,52.38108471,52.11083691,52.0093315,51.62201847,51.45056219,51.43828669,51.51772101,51.67291321,51.43196488,51.30784096,51.29094668,51.3515035,51.45092822,51.63182806,51.8364735,52.03812484,52.22336708,52.37399625,52.0596046,51.81921956,51.5936409,51.32786131,51.00861746,50.51955574,50.05446718,49.64381371,49.34689406,49.19780209,48.59354981,48.18011678,47.94090468,47.84400691,47.87043819,47.78480488,47.79204464,47.88739727,48.06030822,48.29203113,49.04019451,49.81381072,50.57448,51.27781839,51.89326276,52.33209257,52.70298775,53.00437156,53.24488886,53.42968489,53.28147646,53.15629145,53.03226393,52.8890177,
Belgium,BEL,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,64.13377382,63.73825553,63.52545092,63.43453567,63.36409781,63.27163636,63.14694781,63.05085339,62.98266356,62.96449836,63.01605286,63.05482363,63.15009779,63.31377797,63.55082329,63.8533337,64.07466977,64.34845519,64.67835273,65.07456017,65.53906061,65.98542478,66.49610558,67.0002721,67.40371962,67.65064615,67.65595758,67.52919271,67.31622525,67.08862807,66.89158941,66.68486958,66.49643472,66.32070567,66.15615941,66.00717148,65.85255075,65.73698376,65.65059524,65.57959725,65.51959511,65.55996505,65.59194251,65.62788307,65.69471581,65.80225454,65.84121455,65.93104234,66.03307031,66.08336647,66.04195361,65.88267792,65.6663316,65.39767968,65.10676426,
Benin,BEN,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.44677211,56.0418848,55.65452982,55.29326652,54.9900594,54.75956936,54.25873673,53.86983482,53.57018753,53.33321389,53.14438664,52.73698233,52.41927417,52.17769738,52.00174468,51.88293816,51.60159868,51.40289407,51.27168795,51.19426261,51.161262,50.97066982,50.85666392,50.8008203,50.7866535,50.80469754,50.6799488,50.6163256,50.60124323,50.62337684,50.67419862,50.76575607,50.9076227,51.08445799,51.29073197,51.52547974,51.45332543,51.44518393,51.48759802,51.56342468,51.66164798,51.79920699,51.97387799,52.17856052,52.41245641,52.67420337,52.7900568,52.95913231,53.17173574,53.41965821,53.6989955,53.87638146,54.09701017,54.35415519,54.64078724,
Burkina Faso,BFA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.34889262,55.98329417,55.71846603,55.52651269,55.3756777,55.24802657,54.86925085,54.54175728,54.26844484,54.06398354,53.93412186,53.53669572,53.26126907,53.0730107,52.92393565,52.78758083,52.39089282,52.02554737,51.70208335,51.43960445,51.24197548,50.8303606,50.53445979,50.31973569,50.15086485,50.01643393,49.76305971,49.585225,49.47601249,49.43565865,49.46384834,49.40517719,49.42126139,49.50422786,49.64507009,49.83395237,49.85919436,49.95704487,50.10443434,50.2777183,50.46527619,50.4866901,50.5570506,50.66439839,50.79539599,50.93822952,50.92436531,50.94785461,51.00206261,51.09120778,51.22102862,51.27747193,51.40244182,51.58122945,51.79533484,
Bangladesh,BGD,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,55.46415278,55.0509854,54.7754618,54.5697733,54.34835863,54.07739802,53.63049726,53.17591222,52.75653595,52.46094884,52.34756648,52.11287847,51.98304383,51.93797205,51.91400637,51.86934557,51.76514379,51.73681181,51.77442727,51.89479354,52.1012626,52.13595805,52.31783053,52.59037438,52.88446253,53.17073615,53.37517537,53.58977432,53.83376435,54.1467358,54.54539768,54.86428635,55.2585288,55.7109261,56.19568212,56.69728235,57.1429816,57.60946587,58.09250475,58.59144443,59.10294198,59.50011057,59.92368731,60.36458006,60.81481649,61.27367373,61.61762602,61.98636157,62.3753541,62.77635448,63.18608923,63.66969026,64.13115274,64.58821148,65.06777611,
Bulgaria,BGR,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,66.43933901,66.55715686,66.75688409,67.0015702,67.22568535,67.3951242,67.48747569,67.54885856,67.57634376,67.57318319,67.5383133,67.43083092,67.31194113,67.17480955,67.01466325,66.83480129,66.56991466,66.30152745,66.07340539,65.95298192,65.97226131,66.05794802,66.30720311,66.62910097,66.88864772,67.01302075,67.02049328,66.87010921,66.65696416,66.51722821,66.5208158,66.41092102,66.47528805,66.65651361,66.84949145,66.99476293,67.13841605,67.23049716,67.31651504,67.47668269,67.74476877,67.94853391,68.22740371,68.52725053,68.77545933,68.92794562,68.95470471,68.89246282,68.73330205,68.49042842,68.17770369,67.70211568,67.23235394,66.76508737,66.29216526,
Bahrain,BHR,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,55.69134959,54.62292466,53.76559007,52.92280733,52.05061989,51.31359822,51.71079663,52.03182418,52.25052624,52.41513254,52.57435407,53.44824463,54.6291618,55.91553406,57.08914527,58.04466676,59.46280162,60.66957749,61.67425528,62.55509306,63.36697212,63.6706983,63.80671071,63.83400555,63.81736788,63.81331585,63.8994941,64.14473245,64.43431814,64.74208419,65.12408659,65.31352643,65.69628196,66.21472787,66.79802095,67.34500559,67.39443482,67.50853916,67.47323049,67.22613683,66.85411371,68.01637087,68.99726345,69.76188131,70.38066112,70.93680148,72.98152227,74.7271491,76.17185154,77.33765941,78.24999068,77.77673134,77.3220444,76.85195272,76.41868525,
"Bahamas, The",BHS,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,53.83105381,53.88330959,53.82671391,53.66171631,53.4484693,53.26921292,53.53160613,53.86122524,54.17042281,54.37138508,54.46042656,55.10763975,55.39911383,55.49757837,55.64433783,55.95980559,56.29040201,56.94000548,57.73927974,58.42708627,58.89110415,59.62377672,59.98274884,60.14921065,60.38666875,60.814116,61.06920027,61.62594344,62.32389246,62.90444899,63.24930365,63.65422397,63.74557082,63.68262866,63.72275764,63.98335184,64.02717483,64.31936662,64.74621967,65.11724551,65.34269246,65.98281971,66.52521267,67.03857713,67.59120602,68.18368196,68.47597238,68.81659796,69.28571633,69.87795253,70.51409251,70.62400637,70.7936346,70.92057241,70.92524814,
Bosnia and Herzegovina,BIH,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,58.76995632,58.6924521,58.69404864,58.7981797,59.00210577,59.29899484,59.38933228,59.6793036,60.07903012,60.45912401,60.75751601,61.15367449,61.40121865,61.59958654,61.90622914,62.39437528,62.83360164,63.48469414,64.26301344,65.01782873,65.66291716,66.40632878,66.96169058,67.39243544,67.81440201,68.27528472,68.46370973,68.74608866,69.04577991,69.26432734,69.39604099,69.49670768,69.4827848,69.42581644,69.39339561,69.38004959,69.46507012,69.53413202,69.60270113,69.7034845,69.8572957,69.87338894,70.0632059,70.34880294,70.62324615,70.83712351,71.25851634,71.50690368,71.63418755,71.73648394,71.84405847,71.68725912,71.61347804,71.55186054,71.38277546,
Belarus,BLR,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,62.77959767,62.1584954,61.7361154,61.46908201,61.28130093,61.14345353,61.1504223,61.21950503,61.37480322,61.63701633,62.00070447,62.56503971,63.07976688,63.55510359,64.01460188,64.47383734,64.81195099,65.22538358,65.66968734,66.07415172,66.40014377,66.69398251,66.91572096,67.06399047,67.15987453,67.21060806,67.05537859,66.90662762,66.76643308,66.61483593,66.44633792,66.21789163,66.01119136,65.86493657,65.83004778,65.93339922,66.23558881,66.61510679,67.06636297,67.55740156,68.05068903,68.35883409,68.64549072,68.93821249,69.27580225,69.676502,69.98528178,70.37756456,70.77213313,71.06486379,71.19648273,71.08937343,70.86087796,70.56100401,70.25143725,
Belize,BLZ,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,50.57457531,49.91710753,49.46862582,49.13343849,48.8629087,48.65201044,48.54861721,48.45739536,48.41247275,48.45463693,48.59018326,48.29957049,48.06760625,47.90786889,47.81731223,47.79417834,47.85008694,48.02286282,48.320525,48.66037309,48.95630277,49.54867652,49.96765634,50.28173534,50.61867758,51.03931699,51.19360736,51.48055941,51.82795699,52.14312967,52.40946511,52.53365563,52.57126095,52.5962098,52.67803132,52.81742542,53.3972313,54.02016173,54.57664066,55.00870206,55.35113541,55.765935,56.18149366,56.62685968,57.1284206,57.68588565,58.25981682,58.84190172,59.41828752,59.97164928,60.48928979,61.21788738,61.88347733,62.5189937,63.1527469,
Bermuda,BMU,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,53.08468963,52.99617644,52.88015203,52.78000162,52.78019372,52.9158918,52.87563528,52.98372057,53.1892899,53.42175429,53.64536703,53.65763479,53.70539943,53.77333797,53.85676923,53.95468671,53.87943318,53.82863711,53.80328653,53.81303364,53.86526911,53.78022053,53.75854343,53.78215499,53.83389267,53.90966086,53.92599717,53.97791959,54.05995977,54.16933039,54.30489221,54.44735883,54.62144434,54.82429875,55.05340171,55.30555131,55.52108243,55.76865806,56.03830029,56.32290525,56.61983579,56.86078232,57.13179288,57.41742164,57.70247576,57.98143754,58.24437204,58.5015255,58.76366002,59.04831117,59.36282074,59.6847187,60.04215158,60.41422775,60.76941554,
Brazil,BRA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,53.50778141,53.26205396,53.03369803,52.86149523,52.80159207,52.87972631,52.8703993,53.06267847,53.38325479,53.73730205,54.08103708,54.44318115,54.76776889,55.09163805,55.46828413,55.91026295,56.26637667,56.67603301,57.11141456,57.53027507,57.91023533,58.13857091,58.37215715,58.60421444,58.84444029,59.10671755,59.31338139,59.57544643,59.88359955,60.22886349,60.60979522,61.03458499,61.46968539,61.93037079,62.42668343,62.9513121,63.44438193,63.92813649,64.39866441,64.84785433,65.26816764,65.53769916,65.82094194,66.10030656,66.36596805,66.62394065,66.87534732,67.14406132,67.42021459,67.68965958,67.94232062,68.25740131,68.49413639,68.69144715,68.89762288,
Barbados,BRB,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,55.10838595,54.66172294,54.34810649,54.12415931,53.9341795,53.75765275,53.76859301,53.8720311,54.05587713,54.306022,54.62199651,55.6153609,56.42537929,57.11622356,57.814091,58.5718176,58.86786505,59.32552204,59.70724099,59.82140013,59.69856898,60.49035878,61.06856395,61.56257981,62.13758107,62.84281969,63.34979629,64.01872605,64.74524609,65.37382349,65.83721877,66.1666941,66.32021786,66.36448985,66.39774255,66.46990889,66.49883432,66.55141153,66.59961411,66.59750112,66.53177091,66.83315724,67.05380527,67.22115911,67.38156878,67.55299931,67.63816172,67.72742745,67.78212502,67.74938413,67.61480294,67.55939017,67.38475744,67.11680938,66.80252664,
Brunei Darussalam,BRN,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,52.53895509,51.95070431,51.20922291,50.48478377,50.03114374,49.93123628,50.34899953,51.03567625,51.86839968,52.69021191,53.41596713,54.10710602,54.71459996,55.26214484,55.79843907,56.34425587,56.61125159,57.0265668,57.5026198,58.00702408,58.55006552,58.69204965,58.88540483,59.09933486,59.30620168,59.49365386,60.38453827,61.15730147,61.79443872,62.34213456,62.83942881,63.0314149,63.30697197,63.62788104,63.97609099,64.36290295,64.75504961,65.24216616,65.79418253,66.40272751,67.06105508,67.4780612,67.96463424,68.4354769,68.87939275,69.3226376,69.61537417,70.01968173,70.45768489,70.86054562,71.20990994,71.6512744,71.93942473,72.12872935,72.29715808,
Bhutan,BTN,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.278223,56.02602738,56.03507411,56.1718893,56.26004774,56.22711565,56.02499325,55.77578081,55.51250968,55.30881259,55.19407666,55.10238585,55.12132569,55.20811181,55.31651999,55.42008214,55.18153329,55.00385538,54.87335292,54.79771616,54.78317146,54.37203783,54.09026555,53.90331146,53.76149605,53.63361122,53.47980279,53.32187515,53.20731509,53.22983502,53.45496307,53.15124243,52.99203727,52.93564384,52.8731946,52.72363563,53.21238073,53.70548475,54.22263292,54.83445085,55.574836,56.80872751,58.12747213,59.44857366,60.69264547,61.82998727,62.64874348,63.39271957,64.07444711,64.73602419,65.40459787,65.9077687,66.47770438,67.06747748,67.60883546,
Botswana,BWA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,50.42392692,49.96328572,49.39017073,48.81059548,48.37842501,48.15683325,48.07243658,48.16197669,48.37720714,48.63720663,48.89433365,49.12539763,49.38330851,49.64367721,49.88814064,50.10358515,50.31667955,50.50591748,50.67545394,50.83956293,51.00895184,50.96261348,50.967511,51.01440426,51.09773953,51.22271422,51.35085801,51.55165302,51.82744057,52.18661112,52.63252873,53.14513505,53.72723395,54.37089597,55.06579995,55.79984914,56.35511752,56.951987,57.58141148,58.23312073,58.89786759,59.36167931,59.85872057,60.36528177,60.85196786,61.30102795,61.84095236,62.31748247,62.73816408,63.11595387,63.45303885,63.71724061,63.93707492,64.11599303,64.26713911,
Central African Republic,CAF,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,57.45982211,57.06731954,56.7520377,56.50332805,56.32369635,56.21313295,55.84529798,55.5878824,55.4201087,55.32449851,55.2899585,54.90538445,54.62218696,54.41938945,54.27542349,54.1749468,53.94591065,53.79694814,53.70642807,53.65293999,53.62115479,53.54287709,53.51236662,53.51720625,53.55639704,53.63256939,53.33569649,53.11164769,52.95460046,52.85682191,52.81319694,52.79928262,52.88049332,53.03221725,53.22829593,53.45280349,53.46569654,53.5027202,53.57984338,53.72360955,53.94340062,53.8497743,53.87576092,53.9877715,54.14203379,54.31851402,54.48073617,54.69341073,54.94849202,55.24343504,55.5711587,55.84200324,56.12408269,56.4209653,56.74312431,
Canada,CAN,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,58.59532112,58.46976173,58.46501622,58.56545155,58.74879699,59.00937658,59.42721638,59.96658565,60.5868712,61.23700213,61.88685212,62.65147425,63.34171379,63.99372059,64.66210016,65.36071285,65.85423853,66.40819066,66.96904282,67.45979424,67.84368506,68.12332184,68.3165197,68.42562966,68.4746889,68.47736589,68.43586933,68.36912814,68.28149047,68.17862147,68.06853264,67.9440269,67.81695518,67.71300685,67.66150999,67.67370053,67.67480478,67.76602944,67.92257248,68.10359269,68.28415815,68.50690954,68.70271357,68.88147719,69.05602824,69.21849424,69.34751355,69.44668614,69.49581,69.47438997,69.37482852,69.15020201,68.90300836,68.61228809,68.27215163,
Central Europe and the Baltics,CEB,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,63.56940252,63.51950867,63.60042545,63.78627196,64.01957465,64.26141162,64.58439538,64.8423758,65.0704365,65.31585667,65.58503081,65.64718956,65.79536994,65.95707667,66.02860212,65.96531768,65.77766765,65.46346073,65.10650079,64.85425595,64.78513522,64.791745,64.99642138,65.30517749,65.57141772,65.71881125,65.76691104,65.69945037,65.59702576,65.57228763,65.68118834,65.70101159,65.86995126,66.14522887,66.44906913,66.74850554,67.01739902,67.27924588,67.54804664,67.85286021,68.20073003,68.49086811,68.79634978,69.10439658,69.40044253,69.66939393,69.82557352,69.9349281,69.98349165,69.95848762,69.85151171,69.5710574,69.27063203,68.93119395,68.52472744,
Switzerland,CHE,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,65.66922577,65.43684507,65.3418499,65.34327965,65.39132362,65.46192957,65.33371889,65.22743784,65.13513567,65.06501771,65.03027787,64.88523754,64.80179301,64.77982618,64.82825954,64.95788822,65.07317971,65.2367937,65.47537223,65.7982348,66.18228798,66.60916536,67.0752798,67.53153741,67.92389665,68.22531476,68.33520651,68.41613128,68.46042303,68.45766899,68.40212349,68.29789933,68.13654632,67.94879759,67.7865072,67.68423219,67.49139792,67.35928699,67.2875186,67.25857886,67.26117533,67.36307526,67.48931309,67.62993078,67.77191779,67.90058267,68.01213104,68.085873,68.1170652,68.10265989,68.03806739,67.92838791,67.78964449,67.60993945,67.3992554,
Channel Islands,CHI,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,65.31498186,65.17178598,65.21087715,65.20627026,65.07233384,64.86103381,64.83316986,64.90231964,64.85689739,64.66145985,64.41549226,64.39593834,64.52257485,64.75290232,65.06285805,65.43107335,65.54378832,65.729224,65.98897907,66.322615,66.71164391,67.09616398,67.538832,67.97679135,68.3573548,68.66386655,68.83610522,68.99119342,69.09817203,69.18396308,69.2796565,69.09047242,68.95780905,68.8451359,68.71704745,68.58729608,68.52145935,68.46042454,68.42072967,68.42743191,68.49689023,68.51939625,68.58487128,68.68397858,68.78892734,68.86284981,68.76749349,68.73099236,68.75694061,68.82285815,68.87951724,68.76421437,68.62696484,68.45464974,68.25254577,
Chile,CHL,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.21359327,56.01808293,55.8367682,55.68999539,55.61481094,55.62644956,55.60494317,55.66926911,55.81003162,56.0179183,56.28931502,56.50714325,56.82627984,57.22099015,57.66008124,58.12756283,58.64245103,59.14734782,59.65839807,60.19760442,60.76504717,61.28439754,61.81817396,62.34244136,62.81750132,63.21884588,63.5095341,63.74052887,63.91857733,64.06841293,64.20945359,64.26485171,64.36028841,64.47796581,64.59672323,64.71330182,64.88813575,65.03981412,65.19920163,65.40711902,65.67718411,65.96938565,66.31464627,66.68962599,67.05358642,67.38040667,67.64461912,67.88598663,68.10135685,68.29448227,68.46643042,68.58957504,68.69877954,68.78481378,68.83738668,
